id,sent0,sent1,gold
train_03505,You can buy fried chicken at KFC,You can buy fried chicken from Little Caesars,1
train_03506,Accountants can typically help you fix your rocket ship,Accountants can typically help you file your taxes,0
train_03507,He took a vacation in France,He took  a vacation in Brad Pitt,1
train_03508,The bear ran up the tree to hide from the raccoon,The raccoon ran up the tree to hide from the bear,0
train_03509,She wore the bracelet around her wrist.,She wore the stud earring around her wrist.,1
train_03510,She read a mattress tag to study for the upcoming quiz,She read her textbook to study for the upcoming quiz,0
train_03511,She stubbed her toe and it was not pleasant,She stubbed her toe and it was euphoric,1
train_03512,People wear gloves on their feet to keep them warm.,People wear gloves on their hands to keep them warm.,0
train_03513,A doctor uses a stethoscope to listen to a patient's heart.,A doctor uses a muffin to listen to a patient's heart.,1
train_03514,All cars have a combustion engines,All cars have engines,0
train_03515,"She turned the volume on the TV up, and it got louder","She turned the volume on the TV up, and it got quieter",1
train_03516,The napkin put the food on the dinner plates.,The mother put the food on the dinner plates.,0
train_03517,Most furniture requires assembly.,Most cats require assembly.,1
train_03518,He drove a frog to work.,He drove his car to work.,0
train_03519,Iron bars are sturdy and heavy,Iron Bars are flimsy and light,1
train_03520,The old lady watched her favorite show on a phone book.,The old lady watched her favorite show on the television.,0
train_03521,She takes her dog for a walk.,She takes her car for a walk.,1
train_03522,The artist used bread to color in the picture.,The artist used oil pastels to color in the picture.,0
train_03523,Jimmy lit his cigarette.,Dogs lit his cigarette,1
train_03524,He was addicted to shower curtains and had to attend rehab,He was addicted to alcohol and had to attend rehab,0
train_03525,People usually wear trousers.,People usually wear chairs.,1
train_03526,The tree climbed on the cat.,The cat climbed the tree.,0
train_03527,Her grandfather is her mother's father,Her grandfather is her grandson,1
train_03528,He stored his dog in the drawer,He stored a sock in the drawer,0
train_03529,He built his house out of bricks,He built his house out of jelly,1
train_03530,He deposited drugs into the bank.,He deposited cash into the bank.,0
train_03531,My brother drove to work in his car.,My brother drove to work in his bed.,1
train_03532,I want to learn how to play a dog,I want to learn how to play a guitar,0
train_03533,I use my phone to call my friends.,I call my friends with an X-ray,1
train_03534,He wore a onesie to the wedding,He wore a suit to the wedding,0
train_03535,He used a pen for writing,He used a matchstick for writing,1
train_03536,Soda is served hot,Coffee is served hot,0
train_03537,I walked around in the park today.,I swam around in the park today.,1
train_03538,The feather made the floor shake when dropping it.,The toolbox made the floor shake when dropping it.,0
train_03539,He wore the headphones over his ears to listen to the music.,He wore the headphones over his hands to listen to the music.,1
train_03540,The cow went into the dog house.,The dog went into the dog house.,0
train_03541,The man cooked a burger.,The man cooked a blender.,1
train_03542,A teacher was taught by a student,A student was taught by a teacher,0
train_03543,He walked on the road.,He walked on the lake.,1
train_03544,I always have beer for breakfast.,I always eat french fries for breakfast.,0
train_03545,He petted a cat.,He petted a fridge.,1
train_03546,He carried his books with him in his coffee mug,He carried his books with him in his backpack,0
train_03547,Since he was diabetic he had to take insulin shots regularly.,Since he was diabetic he ate more milkshakes.,1
train_03548,It is better to bring up sensitive subjects when angry.,It is better to bring up sensitive subjects when calm.,0
train_03549,The cup sits on top of the table,The cup is in the table,1
train_03550,She looked as white as a bar of gold,She looked as white as a ghost,0
train_03551,My shampoo smells like vanilla,My vanilla smells like shampoo,1
train_03552,Her Dog is driving to the vet.,She is driving her dog to the vet.,0
train_03553,Laundry is clothing,Laundry is human flesh,1
train_03554,Submarines fly in the sky.,Submarines submerge under the water.,0
train_03555,She put a finger in his butt.,She put a bowling ball in his butt.,1
train_03556,The teacher used a brick to clean the spill.,The teacher used a mop to clean the spill.,0
train_03557,I'm eating an apple,I'm eating the soap,1
train_03558,I put a brick on my toast.,I put butter on my toast.,0
train_03559,She parked her car in her garage.,She parked her car on the airport runway every day.,1
train_03560,A play uses hired car dealers to perform,A play uses hired actors to perform,0
train_03561,The school bully took my lunch money,The school curriculum took my lunch money,1
train_03562,My father and I were throwing an anvil to each other while playing catch.,My father and I were throwing a baseball to each other while playing catch.,0
train_03563,My mother enjoys walking our dog on a dog leash.,My dog enjoys walking my mother on a dog leash.,1
train_03564,A handbag is a flexible bag that can be inflated with a gas,A balloon is a flexible bag that can be inflated with a gas,0
train_03565,My dog ate some chicken scraps.,My toaster ate some chicken scraps.,1
train_03566,The house is made of pine-cones.,The house is made of wood.,0
train_03567,Plants cook their own food through photosynthesis.,Animals cook their own food through photosynthesis.,1
train_03568,He put on sneakers to go for a swim.,He put on sneakers to go for a run.,0
train_03569,She put on her jacket.,She put her dog,1
train_03570,Phone stores can be found inside salesmen.,Salesmen can be found inside a store.,0
train_03571,Weeds grow in a garden,Weeds grow in a sink,1
train_03572,Books are for riding,Books are for reading,0
train_03573,The doctor sleeps at the hospital,The doctor sleeps at the circus tent,1
train_03574,You are likely to find an anemone on a street corner.,You are likely to find an anemone in the ocean shallows.,0
train_03575,She wore shorts on a hot day,She wore a woolly hat on a hot day,1
train_03576,A sponge is a kind of weapon.,A gun is a kind of weapon.,0
train_03577,I saw sharks in the ocean.,I saw bears in the ocean.,1
train_03578,The rock cried when she lost the race,The child cried when she lost the race.,0
train_03579,Roses are pretty flowers,Roses are pretty chickens,1
train_03580,River is flowing still while there is no water.,River is flowing down the narrow path.,0
train_03581,Google is a search engine that has been around since the mid to late 90's,Google is a pornographic website that has been around since the mid to late 90's,1
train_03582,A boat floats on air.,A boat floats on water.,0
train_03583,"The tea was too hot, and needed to cool down","The tea was too astringent, and needed to cool down",1
train_03584,The man had a fast turtle.,The man had a fast car.,0
train_03585,She took a bath in the tub,she took a lion in the tub,1
train_03586,I went to the art museum to by lemons,I went to the grocery store to buy lemons,0
train_03587,Thunder comes after lightning always in the nights.,Thunder happens with lightning always in the nights.,1
train_03588,A monkey is a fruit,A banana is a fruit,0
train_03589,The boy dipped his cookie in milk.,The boy dipped his cookie in paint thinner.,1
train_03590,"If a person stopped blinking, they would eventually die","If a person stopped breathing, they would eventually die",0
train_03591,A camera is for taking pictures,A camera is for taking pictures of dolphins,1
train_03592,Sometimes you can find cheese in a newspaper.,Sometimes you can find a comic strip in a newspaper.,0
train_03593,A vulture was flying low,A vulture was flying without wings,1
train_03594,I wipe my ass with sand paper.,I wipe my ass with toilet paper.,0
train_03595,He went to the supermarket to buy groceries.,He went to the hospital to buy groceries.,1
train_03596,He rode a cat.,He rode a horse.,0
train_03597,The man put a sandwich in the microwave.,The man put a block in the microwave.,1
train_03598,The library was filled with dead pets.,The library was filled with great books.,0
